timestamp,date,session_file,session_id,event_type,story,reason,description,snippet,source_path
2026-02-22T10:21:30.439Z,2026-02-22,c5582881-0795-43ef-869e-c4bbebda83d5.jsonl,c5582881-0795-43ef-869e-c4bbebda83d5,provider_limit,,,Limitation fournisseur modèle (quota/rate/capacité),", |       ""model"": ""gpt-5.3-codex"", |       ""stopReason"": ""error"", |       ""timestamp"": 1771755673561, |       ""errorMessage"": ""You have hit your ChatGPT usage limit (team plan). Try again in ~133 min."" |     }, |     { |       ""role"": ""user"", |       ""content"": [ |         { |           ""type"":",/root/.openclaw/agents/main/sessions/c5582881-0795-43ef-869e-c4bbebda83d5.jsonl
2026-02-22T10:29:55.035Z,2026-02-22,c5582881-0795-43ef-869e-c4bbebda83d5.jsonl,c5582881-0795-43ef-869e-c4bbebda83d5,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/c5582881-0795-43ef-869e-c4bbebda83d5.jsonl
2026-02-22T10:44:51.223Z,2026-02-22,c5582881-0795-43ef-869e-c4bbebda83d5.jsonl,c5582881-0795-43ef-869e-c4bbebda83d5,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/c5582881-0795-43ef-869e-c4bbebda83d5.jsonl
2026-02-22T10:49:05.513Z,2026-02-22,c5582881-0795-43ef-869e-c4bbebda83d5.jsonl,c5582881-0795-43ef-869e-c4bbebda83d5,blocked,S018,sur bmad-pm (status_TODO_et_handoff_absent).,Story bloquée (signal explicite),⚠️ BLOCKED S018 sur bmad-pm (status_TODO_et_handoff_absent).,/root/.openclaw/agents/main/sessions/c5582881-0795-43ef-869e-c4bbebda83d5.jsonl
2026-02-22T10:57:00.784Z,2026-02-22,14dda27d-1b4d-40aa-a6e2-7b0371933f50.jsonl,14dda27d-1b4d-40aa-a6e2-7b0371933f50,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/14dda27d-1b4d-40aa-a6e2-7b0371933f50.jsonl
2026-02-22T11:12:08.269Z,2026-02-22,14dda27d-1b4d-40aa-a6e2-7b0371933f50.jsonl,14dda27d-1b4d-40aa-a6e2-7b0371933f50,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/14dda27d-1b4d-40aa-a6e2-7b0371933f50.jsonl
2026-02-22T11:12:43.319Z,2026-02-22,14dda27d-1b4d-40aa-a6e2-7b0371933f50.jsonl,14dda27d-1b4d-40aa-a6e2-7b0371933f50,blocked,S018,backlog canonique KO (artefact stale S018-ux-audit.json).,Story bloquée (signal explicite),⚠️ BLOCKED S018 backlog canonique KO (artefact stale S018-ux-audit.json).,/root/.openclaw/agents/main/sessions/14dda27d-1b4d-40aa-a6e2-7b0371933f50.jsonl
2026-02-22T11:29:09.967Z,2026-02-22,4216eab1-853e-4530-a630-d0842807499c.jsonl,4216eab1-853e-4530-a630-d0842807499c,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/4216eab1-853e-4530-a630-d0842807499c.jsonl
2026-02-22T11:44:18.574Z,2026-02-22,4216eab1-853e-4530-a630-d0842807499c.jsonl,4216eab1-853e-4530-a630-d0842807499c,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/4216eab1-853e-4530-a630-d0842807499c.jsonl
2026-02-22T12:58:14.373Z,2026-02-22,33913db9-2b06-47d7-a9f6-1b107270dd72.jsonl,33913db9-2b06-47d7-a9f6-1b107270dd72,provider_limit,,,Limitation fournisseur modèle (quota/rate/capacité),", |       ""model"": ""gpt-5.3-codex"", |       ""stopReason"": ""error"", |       ""timestamp"": 1771764335449, |       ""errorMessage"": ""You have hit your ChatGPT usage limit (team plan). Try again in ~6230 min."" |     }, |     { |       ""role"": ""user"", |       ""content"": [ |         { |           ""type"":",/root/.openclaw/agents/main/sessions/33913db9-2b06-47d7-a9f6-1b107270dd72.jsonl
2026-02-22T12:58:28.555Z,2026-02-22,33913db9-2b06-47d7-a9f6-1b107270dd72.jsonl,33913db9-2b06-47d7-a9f6-1b107270dd72,provider_limit,,,Limitation fournisseur modèle (quota/rate/capacité),", |       ""model"": ""gpt-5.3-codex"", |       ""stopReason"": ""error"", |       ""timestamp"": 1771763988719, |       ""errorMessage"": ""You have hit your ChatGPT usage limit (team plan). Try again in ~6296 min."" |     }, |     { |       ""role"": ""user"", |       ""content"": [ |         { |           ""type"":",/root/.openclaw/agents/main/sessions/33913db9-2b06-47d7-a9f6-1b107270dd72.jsonl
2026-02-22T13:11:15.062Z,2026-02-22,33913db9-2b06-47d7-a9f6-1b107270dd72.jsonl,33913db9-2b06-47d7-a9f6-1b107270dd72,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/33913db9-2b06-47d7-a9f6-1b107270dd72.jsonl
2026-02-22T13:23:29.580Z,2026-02-22,88e4471c-3151-4b9b-98ae-cf7d2e10ee7d.jsonl,88e4471c-3151-4b9b-98ae-cf7d2e10ee7d,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/88e4471c-3151-4b9b-98ae-cf7d2e10ee7d.jsonl
2026-02-22T13:25:45.342Z,2026-02-22,88e4471c-3151-4b9b-98ae-cf7d2e10ee7d.jsonl,88e4471c-3151-4b9b-98ae-cf7d2e10ee7d,tool_not_found_rg,,,Outil shell manquant dans l'environnement du runner,/usr/bin/bash: line 1: rg: command not found | /usr/bin/bash: line 1: rg: command not found,/root/.openclaw/agents/main/sessions/88e4471c-3151-4b9b-98ae-cf7d2e10ee7d.jsonl
2026-02-22T13:38:28.778Z,2026-02-22,88e4471c-3151-4b9b-98ae-cf7d2e10ee7d.jsonl,88e4471c-3151-4b9b-98ae-cf7d2e10ee7d,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/88e4471c-3151-4b9b-98ae-cf7d2e10ee7d.jsonl
2026-02-22T13:48:34.428Z,2026-02-22,1ba563b5-941a-4fb1-a475-5cc76aa16cee.jsonl,1ba563b5-941a-4fb1-a475-5cc76aa16cee,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/1ba563b5-941a-4fb1-a475-5cc76aa16cee.jsonl
2026-02-22T13:48:55.595Z,2026-02-22,1ba563b5-941a-4fb1-a475-5cc76aa16cee.jsonl,1ba563b5-941a-4fb1-a475-5cc76aa16cee,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,"|         ""lastStatus"": ""error"", |         ""lastDurationMs"": 600009, |         ""consecutiveErrors"": 5, |         ""lastError"": ""Error: cron: job execution timed out"" |       } |     } |   ] | }",/root/.openclaw/agents/main/sessions/1ba563b5-941a-4fb1-a475-5cc76aa16cee.jsonl
2026-02-22T14:01:09.461Z,2026-02-22,1ba563b5-941a-4fb1-a475-5cc76aa16cee.jsonl,1ba563b5-941a-4fb1-a475-5cc76aa16cee,provider_limit,,,Limitation fournisseur modèle (quota/rate/capacité),", |       ""model"": ""gpt-5.3-codex"", |       ""stopReason"": ""error"", |       ""timestamp"": 1771768854041, |       ""errorMessage"": ""You have hit your ChatGPT usage limit (team plan). Try again in ~226 min."" |     }, |     { |       ""role"": ""user"", |       ""content"": [ |         { |           ""type"":",/root/.openclaw/agents/main/sessions/1ba563b5-941a-4fb1-a475-5cc76aa16cee.jsonl
2026-02-22T14:01:15.676Z,2026-02-22,1ba563b5-941a-4fb1-a475-5cc76aa16cee.jsonl,1ba563b5-941a-4fb1-a475-5cc76aa16cee,provider_limit,,,Limitation fournisseur modèle (quota/rate/capacité),", |       ""model"": ""gpt-5.3-codex"", |       ""stopReason"": ""error"", |       ""timestamp"": 1771768854041, |       ""errorMessage"": ""You have hit your ChatGPT usage limit (team plan). Try again in ~226 min."" |     }, |     { |       ""role"": ""user"", |       ""content"": [ |         { |           ""type"":",/root/.openclaw/agents/main/sessions/1ba563b5-941a-4fb1-a475-5cc76aa16cee.jsonl
2026-02-22T14:02:57.894Z,2026-02-22,1ba563b5-941a-4fb1-a475-5cc76aa16cee.jsonl,1ba563b5-941a-4fb1-a475-5cc76aa16cee,provider_limit,,,Limitation fournisseur modèle (quota/rate/capacité),", |       ""model"": ""gpt-5.3-codex"", |       ""stopReason"": ""error"", |       ""timestamp"": 1771768965867, |       ""errorMessage"": ""You have hit your ChatGPT usage limit (team plan). Try again in ~224 min."" |     }, |     { |       ""role"": ""user"", |       ""content"": [ |         { |           ""type"":",/root/.openclaw/agents/main/sessions/1ba563b5-941a-4fb1-a475-5cc76aa16cee.jsonl
2026-02-22T14:03:49.357Z,2026-02-22,1ba563b5-941a-4fb1-a475-5cc76aa16cee.jsonl,1ba563b5-941a-4fb1-a475-5cc76aa16cee,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/1ba563b5-941a-4fb1-a475-5cc76aa16cee.jsonl
2026-02-22T14:31:08.476Z,2026-02-22,210cb8d5-4927-4e56-9315-55e30d29e44b.jsonl,210cb8d5-4927-4e56-9315-55e30d29e44b,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/210cb8d5-4927-4e56-9315-55e30d29e44b.jsonl
2026-02-22T14:33:00.356Z,2026-02-22,210cb8d5-4927-4e56-9315-55e30d29e44b.jsonl,210cb8d5-4927-4e56-9315-55e30d29e44b,tool_not_found_rg,,,Outil shell manquant dans l'environnement du runner,"/usr/bin/bash: line 1: rg: command not found |  | Command exited with code 127 | { |   ""status"": ""error"", |   ""tool"": ""exec"", |   ""error"": ""/usr/bin/bash: line 1: rg: command n",/root/.openclaw/agents/main/sessions/210cb8d5-4927-4e56-9315-55e30d29e44b.jsonl
2026-02-22T14:46:04.814Z,2026-02-22,210cb8d5-4927-4e56-9315-55e30d29e44b.jsonl,210cb8d5-4927-4e56-9315-55e30d29e44b,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/210cb8d5-4927-4e56-9315-55e30d29e44b.jsonl
2026-02-22T15:01:10.355Z,2026-02-22,210cb8d5-4927-4e56-9315-55e30d29e44b.jsonl,210cb8d5-4927-4e56-9315-55e30d29e44b,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/210cb8d5-4927-4e56-9315-55e30d29e44b.jsonl
2026-02-22T15:16:00.899Z,2026-02-22,210cb8d5-4927-4e56-9315-55e30d29e44b.jsonl,210cb8d5-4927-4e56-9315-55e30d29e44b,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/210cb8d5-4927-4e56-9315-55e30d29e44b.jsonl
2026-02-22T16:19:49.241Z,2026-02-22,9ce2de42-2cee-4ac0-b99c-f765afe2df72.jsonl,9ce2de42-2cee-4ac0-b99c-f765afe2df72,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/9ce2de42-2cee-4ac0-b99c-f765afe2df72.jsonl
2026-02-22T16:34:46.074Z,2026-02-22,9ce2de42-2cee-4ac0-b99c-f765afe2df72.jsonl,9ce2de42-2cee-4ac0-b99c-f765afe2df72,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/9ce2de42-2cee-4ac0-b99c-f765afe2df72.jsonl
2026-02-22T16:40:52.486Z,2026-02-22,9ce2de42-2cee-4ac0-b99c-f765afe2df72.jsonl,9ce2de42-2cee-4ac0-b99c-f765afe2df72,blocked,S010,gates story KO.,Story bloquée (signal explicite),⚠️ BLOCKED S010 gates story KO.,/root/.openclaw/agents/main/sessions/9ce2de42-2cee-4ac0-b99c-f765afe2df72.jsonl
2026-02-22T17:16:05.435Z,2026-02-22,8b9d949a-6bcd-440c-8469-62680e95b720.jsonl,8b9d949a-6bcd-440c-8469-62680e95b720,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/8b9d949a-6bcd-440c-8469-62680e95b720.jsonl
2026-02-22T17:22:41.842Z,2026-02-22,8b9d949a-6bcd-440c-8469-62680e95b720.jsonl,8b9d949a-6bcd-440c-8469-62680e95b720,gateway_timeout,,,Timeout de communication avec le Gateway (agent non joignable à temps),gateway timeout after 10000ms | Gateway target: ws://100.68.46.69:18789 | Source: local tailnet 100.68.46.69 | Config: /root/.openclaw/openclaw.json | Bind:,/root/.openclaw/agents/main/sessions/8b9d949a-6bcd-440c-8469-62680e95b720.jsonl
2026-02-22T17:22:51.962Z,2026-02-22,8b9d949a-6bcd-440c-8469-62680e95b720.jsonl,8b9d949a-6bcd-440c-8469-62680e95b720,gateway_timeout,,,Timeout de communication avec le Gateway (agent non joignable à temps),gateway timeout after 10000ms | Gateway target: ws://100.68.46.69:18789 | Source: local tailnet 100.68.46.69 | Config: /root/.openclaw/openclaw.json | Bind:,/root/.openclaw/agents/main/sessions/8b9d949a-6bcd-440c-8469-62680e95b720.jsonl
2026-02-22T17:23:09.148Z,2026-02-22,8b9d949a-6bcd-440c-8469-62680e95b720.jsonl,8b9d949a-6bcd-440c-8469-62680e95b720,gateway_timeout,,,Timeout de communication avec le Gateway (agent non joignable à temps),gateway timeout after 10000ms | Gateway target: ws://100.68.46.69:18789 | Source: local tailnet 100.68.46.69 | Config: /root/.openclaw/openclaw.json | Bind:,/root/.openclaw/agents/main/sessions/8b9d949a-6bcd-440c-8469-62680e95b720.jsonl
2026-02-22T17:23:19.502Z,2026-02-22,8b9d949a-6bcd-440c-8469-62680e95b720.jsonl,8b9d949a-6bcd-440c-8469-62680e95b720,gateway_timeout,,,Timeout de communication avec le Gateway (agent non joignable à temps),gateway timeout after 10000ms | Gateway target: ws://100.68.46.69:18789 | Source: local tailnet 100.68.46.69 | Config: /root/.openclaw/openclaw.json | Bind:,/root/.openclaw/agents/main/sessions/8b9d949a-6bcd-440c-8469-62680e95b720.jsonl
2026-02-22T17:31:46.201Z,2026-02-22,8b9d949a-6bcd-440c-8469-62680e95b720.jsonl,8b9d949a-6bcd-440c-8469-62680e95b720,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/8b9d949a-6bcd-440c-8469-62680e95b720.jsonl
2026-02-22T17:47:04.443Z,2026-02-22,8b9d949a-6bcd-440c-8469-62680e95b720.jsonl,8b9d949a-6bcd-440c-8469-62680e95b720,job_timeout,,,Timeout global du tick d'orchestration avant fin du step,ALERT | RUN1 status=error summary= error=Error: cron: job execution timed out | RUN2 status=error summary= error=Error: cron: job execution timed out | RUN3 status=error summary= error=Error: cron: job,/root/.openclaw/agents/main/sessions/8b9d949a-6bcd-440c-8469-62680e95b720.jsonl
2026-02-22T22:41:12.277Z,2026-02-22,95e01c19-b551-42c9-84ec-b8992e805408.jsonl,95e01c19-b551-42c9-84ec-b8992e805408,slo_30,S012,,Story dépasse 30 min (alerte anti-silence),"⏱️ SLO S012 >30min, auto-correction en cours.",/root/.openclaw/agents/main/sessions/95e01c19-b551-42c9-84ec-b8992e805408.jsonl
2026-02-22T22:56:14.290Z,2026-02-22,f72025bf-fde3-4daf-bb49-3d1c585f595a.jsonl,f72025bf-fde3-4daf-bb49-3d1c585f595a,slo_45,S012,,Story dépasse 45 min (recovery renforcé),"⏱️ SLO S012 >45min, recovery renforcé en cours.",/root/.openclaw/agents/main/sessions/f72025bf-fde3-4daf-bb49-3d1c585f595a.jsonl
2026-02-22T23:21:03.064Z,2026-02-22,b3115dbe-973a-4728-86d5-da6f2dd083a5.jsonl,b3115dbe-973a-4728-86d5-da6f2dd083a5,tool_not_found_rg,,,Outil shell manquant dans l'environnement du runner,"/usr/bin/bash: line 1: rg: command not found |  | Command exited with code 127 | { |   ""status"": ""error"", |   ""tool"": ""exec"", |   ""error"": ""/usr/bin/bash: line 1: rg: command n",/root/.openclaw/agents/main/sessions/b3115dbe-973a-4728-86d5-da6f2dd083a5.jsonl
2026-02-22T23:26:20.169Z,2026-02-22,b3115dbe-973a-4728-86d5-da6f2dd083a5.jsonl,b3115dbe-973a-4728-86d5-da6f2dd083a5,blocked,S012,bootstrap_dev_impossible.,Story bloquée (signal explicite),⚠️ BLOCKED S012 bootstrap_dev_impossible.,/root/.openclaw/agents/main/sessions/b3115dbe-973a-4728-86d5-da6f2dd083a5.jsonl
2026-02-22T23:26:20.169Z,2026-02-22,b3115dbe-973a-4728-86d5-da6f2dd083a5.jsonl,b3115dbe-973a-4728-86d5-da6f2dd083a5,bootstrap_dev_impossible,S012,,Impossible de démarrer le step DEV après retries,⚠️ BLOCKED S012 bootstrap_dev_impossible.,/root/.openclaw/agents/main/sessions/b3115dbe-973a-4728-86d5-da6f2dd083a5.jsonl
2026-02-22T23:54:15.398Z,2026-02-22,e49c3398-d8c6-4367-a520-6f030e62fdc9.jsonl,e49c3398-d8c6-4367-a520-6f030e62fdc9,gateway_timeout,,,Timeout de communication avec le Gateway (agent non joignable à temps),Gateway agent failed; falling back to embedded: Error: gateway timeout after 270000ms | Gateway target: ws://100.68.46.69:18789 | Source: local tailnet 100.68.46.69 | Config: /root/.openclaw/openclaw.json | Bind:,/root/.openclaw/agents/main/sessions/e49c3398-d8c6-4367-a520-6f030e62fdc9.jsonl
2026-02-23T00:22:06.475Z,2026-02-23,65766a7d-6e49-4778-9c6b-e4b707a0127a.jsonl,65766a7d-6e49-4778-9c6b-e4b707a0127a,blocked,S012,reviewer_loop_exceeded.,Story bloquée (signal explicite),⚠️ BLOCKED S012 reviewer_loop_exceeded.,/root/.openclaw/agents/main/sessions/65766a7d-6e49-4778-9c6b-e4b707a0127a.jsonl
2026-02-23T00:22:06.475Z,2026-02-23,65766a7d-6e49-4778-9c6b-e4b707a0127a.jsonl,65766a7d-6e49-4778-9c6b-e4b707a0127a,reviewer_loop_exceeded,S012,,Boucle Reviewer répétée sans convergence vers correction DEV,⚠️ BLOCKED S012 reviewer_loop_exceeded.,/root/.openclaw/agents/main/sessions/65766a7d-6e49-4778-9c6b-e4b707a0127a.jsonl
2026-02-23T00:26:44.411Z,2026-02-23,bd50cb06-9bea-4109-bdec-de85b146c33e.jsonl,bd50cb06-9bea-4109-bdec-de85b146c33e,blocked,S012,reviewer_loop_exceeded.,Story bloquée (signal explicite),⚠️ BLOCKED S012 reviewer_loop_exceeded.,/root/.openclaw/agents/main/sessions/bd50cb06-9bea-4109-bdec-de85b146c33e.jsonl
2026-02-23T00:26:44.411Z,2026-02-23,bd50cb06-9bea-4109-bdec-de85b146c33e.jsonl,bd50cb06-9bea-4109-bdec-de85b146c33e,reviewer_loop_exceeded,S012,,Boucle Reviewer répétée sans convergence vers correction DEV,⚠️ BLOCKED S012 reviewer_loop_exceeded.,/root/.openclaw/agents/main/sessions/bd50cb06-9bea-4109-bdec-de85b146c33e.jsonl
2026-02-23T00:31:54.996Z,2026-02-23,1d7ba51c-42dc-406a-8808-2f67c5e87e83.jsonl,1d7ba51c-42dc-406a-8808-2f67c5e87e83,blocked,S012,reviewer_loop_exceeded.,Story bloquée (signal explicite),⚠️ BLOCKED S012 reviewer_loop_exceeded.,/root/.openclaw/agents/main/sessions/1d7ba51c-42dc-406a-8808-2f67c5e87e83.jsonl
2026-02-23T00:31:54.996Z,2026-02-23,1d7ba51c-42dc-406a-8808-2f67c5e87e83.jsonl,1d7ba51c-42dc-406a-8808-2f67c5e87e83,reviewer_loop_exceeded,S012,,Boucle Reviewer répétée sans convergence vers correction DEV,⚠️ BLOCKED S012 reviewer_loop_exceeded.,/root/.openclaw/agents/main/sessions/1d7ba51c-42dc-406a-8808-2f67c5e87e83.jsonl
2026-02-23T00:37:15.298Z,2026-02-23,046c70a3-d66a-4be7-8058-52299a310e1e.jsonl,046c70a3-d66a-4be7-8058-52299a310e1e,blocked,S012,reviewer_loop_exceeded.,Story bloquée (signal explicite),⚠️ BLOCKED S012 reviewer_loop_exceeded.,/root/.openclaw/agents/main/sessions/046c70a3-d66a-4be7-8058-52299a310e1e.jsonl
